hit_count,greek,english
506,καταλήγω,end up
505,βρόμα,dirt
505,ειν,EIN
505,young,Young
505,σχεδιασμένη,designed
505,αρθούρος,Arthur
505,πίτερς,Peter
505,στοίχισε,it cost
505,λαβίδα,tongs
505,ιζακ,zeak
505,απαλλαγεί,get rid of
505,wars,Wars
505,γέννησα,I gave birth
505,δισεκατομμυριούχος,billionaire
505,enigma92,enigma92
505,αρρωστήσω,get sick
505,ξαπλώνεις,You are lying
505,λυκάνθρωποι,werewolf
505,φλακ,flag
505,άβυσσο,abyss
505,ριπ,strip
505,περιφέρονται,wandering
505,εφαρμογές,applications
505,ανήλικος,underage
505,δηλητηριασμένο,poisoned
505,καμπύλη,curve
505,stone,Stone
505,απογευματινό,afternoon
505,ακροάσεις,listening
504,προεκλογική,pre -election
504,ματιές,glance
504,δινει,gives
504,ρωμαϊκή,Roman
504,ξημέρωσε,dawn
504,δραπετεύσω,escape
504,μονίμως,permanently
504,αφαίρεσαν,they removed
504,μέρφυ,Murphy
504,κοσμηματοπωλείο,jewelry store
504,ζέσταμα,warming up
504,φωνητικά,vocals
504,παγιδευτήκαμε,We were trapped
504,αθάνατο,immortality
504,ορφανή,orphan
504,να`ναι,to be
504,ελονοσία,malaria
504,διακριτικοί,distinctive
504,αποτελέσει,be
504,τεξ,tex
504,lou,lou
504,ταχυκαρδία,tachycardia
504,σκάβουν,they dig
504,έκφρασή,expression
504,αδιάκριτος,indiscreet
504,γκάλο,gall
504,τραγουδάκι,song
503,πρόστυχη,softy
503,μάνυ,Manny
503,διαγραφεί,deleted
503,εμμα,Emma
503,αφιερώσει,dedicated
503,light,light
503,εκτιμούσε,appreciated
503,καθαρίσαμε,We cleaned up
503,γέμισαν,they filled
503,δολοφονιών,murder
503,κάιζερ,Kaiser
503,κάτοχος,holder
503,πόε,Poe
503,επιασα,I caught
503,παιζει,he plays
503,επιλεγεί,selected
503,χατ,hatch
503,έκρυβα,hide
503,ταμπέλες,labels
503,αστεροειδή,asteroid
503,γγελος,GEO
503,γεννηθώ,birth
503,πρωτεΐνες,proteins
503,συναντηθήκατε,You met
503,κουνηθούμε,We are shaking
503,μόλυβδο,lead
503,κλωτσήσω,kick
503,επινεφρίνη,epinephrine
503,αποσπάσματα,excerpts
503,ορμές,impulses
503,βασικα,basically
503,παρουσιαστής,Presenter
503,στούς,to
502,γερμανίδα,German
502,κορτ,court
502,ηδονή,pleasure
502,λογιστήριο,accounting department
502,πινακίδας,plate
502,όγδοο,eighth
502,πράιντ,Praid
502,καμπαρέ,cabaret
502,χύσω,pour
502,υπόβαθρο,background
502,τελικούς,finish
502,λάιτμαν,Lateman
502,πειράματος,experiment
502,craig,craig
502,διατεθειμένη,willing
502,αναγέννησης,Renaissance
502,σπρινγκ,soup
502,ενεργοποιείται,is activated
502,μύρισα,I smelled
502,μπαγκ,bung
502,μοιράζει,shares
502,ωριμάσει,mature
502,συμπεριλαμβάνει,includes
502,στράφι,turf
502,εκπλήξει,surprise
502,νεκρής,dead
502,αντίπαλό,opponent
502,φόρτε,forte
502,φθηνή,cheap
502,leonard,leonard
502,ελβετικό,Swiss
502,φάτο,eat it
502,συνέχισαν,continued
502,ψαρά,fisherman
502,προμηθειών,procurement
501,τρίβεις,you rub
501,περιπλανώμενος,stray
501,τηλεφωνήσουν,call
501,χαρτια,papers
501,διαγράψω,delete
501,μπέαρ,bar
501,πολύπλοκα,complex
501,διασώστες,rescuers
501,κλάπηκαν,stolen
501,γενναίους,brave
501,φυτών,plant
501,ψάξατε,you have been looking for
501,αγνοήσει,ignore
501,αστική,urban
501,απομακρύνεσαι,you are moving away
501,σώγιερ,Soyer
501,συγχρονισμό,synchronization
501,σιδηρόδρομος,railroad
501,βοσκός,shepherd
501,σπαταλάμε,wastage
501,ricky,ricky
501,μπράντφορντ,Bradford
501,επίσημος,formal
501,συγκεντρώνονται,gathered
501,πλασμάτων,creating
501,στρατεύματά,troops
501,κρέμασαν,they hung
501,άπλωσε,spread out
501,έσθερ,lump
501,μύθους,myths
501,παραλίας,beach
501,λίτρο,liter
501,πτήσεων,flight
501,διαφορα,difference
500,διάσημα,famous
500,κούνησε,shook
500,σκάω,climb
500,κρεμασμένο,hanging
500,γιαρντ,yard
500,έκπληξή,surprise
500,ρίμα,rhyme
500,βρεγμένη,wet
500,διαβεβαίωσε,assured
500,λούσιφερ,Lucifer
500,κωδικοί,codes
500,καταθέσουν,deposit
500,ινσουλίνη,insulin
500,τρολ,troll
500,τεχνολογίες,technologies
500,πρόσφερες,offered
500,clay,clay
500,letso777,letso777
500,φιλντς,Fields
500,ρόμπερτσον,Robertson
500,φραντσέσκα,Francesca
500,πασίφικ,pacifal
500,πέρασέ,passed
500,συγκάτοικό,connoisseler
500,χαιρετισμό,salute
500,κατοίκων,resident
500,προαύλιο,yard
500,καταγραφές,recordings
500,πανσέληνος,full moon
500,εξωγήινα,alien
500,μοριακή,molecular
500,λογικές,rational
500,ανάπηρο,disable
499,γιουνγκ,Jung
499,γελάσαμε,We laughed
499,ορατότητα,visibility
499,angeles,Angeles
499,δουβλίνο,Dublin
499,βάλτου,swamp
499,αποσυρθείς,withdrawn
499,διώξτε,drive out
499,όλως,quite
499,καριέρες,careers
499,ραβίνος,rabbi
499,ενδυμασία,costume
499,γραπτώς,in writing
499,σπασικλάκι,jerk
499,κλείδωσαν,they locked up
499,δωσες,Given
499,ευάλωτο,vulnerability
499,πραγματικού,real
499,ανατομία,anatomy
499,παραδεχτείτε,admit
499,διέγερση,stimulation
499,μπλιαχ,blah
499,αμερικανικές,American
499,θελήσουν,they want
499,ηνωμένα,United
499,yπάρχει,there is
499,αρχαίες,ancient
499,λαχανικών,vegetable
499,σπρώξει,pushed
499,σκεπτόμενος,thinking
499,αποκλειστικότητα,exclusiveness
499,ιδρώνω,sweat
499,αιτίες,causes
499,δεινόσαυρος,dinosaur
498,πέσατε,you dropped
498,διαστάσεων,size
498,σεσίλ,sessil
498,ντίλερ,dealer
498,ράμφος,beak
498,νταιάν,Dan
498,bonnie,bonnie
498,δημιούργημα,creature
498,δώσανε,they gave
498,προσωπάκι,face
498,διακυβέρνηση,rule
498,πέμπτος,fifth
498,χουλιάν,Houlian
498,υπολογισμοί,calculations
498,βασιλεύς,king
498,προσπα,Attempt
498,συγκαλά,cozy
498,λιμάνια,port
498,δημοσιογραφία,journalism
498,πιλ,pille
498,χαμηλώστε,lower
498,χαλάσαμε,we spoiled
498,πρόκτορ,president
498,ούρλιαξε,screamed
498,εκλεκτό,select
498,χορο,dancing
498,ύπουλος,sneaky
498,εξαίρετος,excellent
498,φορτωμένο,loaded
498,ποιητικό,poetic
498,εργαστηρι,laboratory
498,σπάρτακος,spartan
498,βάστα,bastard
498,φτιάχτηκαν,were made
498,κατηγόρησα,I accused
498,κυνηγήστε,chase
498,μέικ-απ,make up
497,πιθήκους,monkeys
497,παρέμβει,intervenes
497,φιλοξενούμενος,guest
497,κολάν,leggings
497,ημισφαίριο,hemisphere
497,μπρoστά,prostitute
497,σούπεργκερλ,Spergerl
497,απολυθείς,fired
497,τρελαθήκατε,you went crazy
497,μπάρτ,bart
497,στρατιά,army
497,παραβάσεις,violations
497,νεύμα,nod
497,ρέιτς,Reich
497,αποφέρει,yields
497,μάξι,maxi
497,κατηγορείσαι,accuse
497,φελίσια,Felisia
497,γουίλκοξ,Wilkox
497,αvησυχείς,unmistakable
497,μέιμπελ,Mobel
497,ναμ,nam
497,ντοσιέ,folder
497,επίτροπο,commissioner
497,κάλαντα,carol
497,εντοπίσετε,detect
497,ρακέλ,racket
497,φονική,murder
497,κέην,Keni
497,αντριου,Andrew
497,too,too
497,ψήφισαν,they voted
497,αντζελίνα,Angelina
497,λάιονς,Lions
497,λεγόμενα,so -called
497,πιτσιρίκια,little boys
496,σπάσετε,break
496,bell,Bell
496,απελπισίας,despair
496,συνταξιοδότηση,retirement
496,συvέβη,fell
496,σάμμυ,Sammy
496,γκρινιάζει,grumbles
496,βιογραφία,biography
496,κοινοπολιτείας,communion
496,ψηφοφόροι,voters
496,μόσχας,Moscow
496,γιορτάσεις,celebrations
496,αστυφύλακες,policemen
496,οβάλ,oval
496,διαλέξαμε,have chosen
496,ισπανός,Spaniard
496,πυροσβέστη,firefighter
496,ξάδελφο,cousin
496,καταλαβαίvω,understand
496,travis,travis
496,επέτρεψαν,they allowed
496,φοβόντουσαν,they were afraid
496,κλεφτών,thiever
496,έδεσαν,they tied up
496,επιλέξουν,choose
496,βρήκανε,found
496,βόγκελ,Vogel
496,ευλογημένοι,blessed
496,φιτς,Fitch
496,ταιριαστό,fit
496,υπνο,sleep
496,απαιτούνται,are required
496,κατηγορητήριο,indictment
496,ηλεκτρικές,electrical
496,τζάκυ,jacket
496,πρότειναν,suggested
496,σαλιγκάρια,snails
496,φιλιππίνες,Philippines
496,εγκρίθηκε,approved
496,άγριους,wild
496,νοιάζεστε,you care
496,σκρουτζ,scrub
496,πισίνες,pool
496,δράκουλας,Dracula
496,εμπόδιζε,prevented
496,άρματα,tanks
496,φορτώστε,load
496,στρατο,military
496,τζία,jia
495,χαμηλότερο,lower
495,κάτσετε,sit down
495,γυάλα,jar
495,x-seinfeldteam,x-seinfeldteam
495,άμστερνταμ,Amsterdam
495,χυμούς,juice
495,εκβίαζε,he was blackmailing
495,ουφ,uh
495,κινήθηκε,moved
495,μουστάκια,mustaches
495,κορνίζα,Photo frame
495,24ωρη,24 hours
495,οινόπνευμα,alcohol
495,μπέρι,berry
495,δοθούν,are given
495,κοινούς,common
495,μνηστήρας,fiance
495,εχθρικές,hostile
495,τσακίσει,crumpled
495,ταχυδρόμο,postman
495,ζόρικα,forced
495,χορδή,string
495,κανέλα,cinnamon
495,κινήματος,movement
495,ξυλάκια,sticks
495,πεσμένη,fallen
495,θίοντορ,Thodor
495,σταματώ,stop
495,8η,8th
494,κατουράω,pee
494,οστού,bone
494,συμφέροντά,interests
494,κατούρησε,peered
494,κινητών,mobile
494,θεωρήσει,consider
494,δώθε,hereafter
494,θέλμα,Therma
494,δυναμικά,dynamically
494,ανεργίας,unemployment
494,σάββατα,Saturday
494,αθηνά,Athena
494,γεράκια,hawks
494,ξεσκίσω,tear down
494,κάμερά,camera
494,δένουν,they tie
494,ματάκια,eyes
494,ζητιάνος,beggar
494,lord,lord
494,έθαψες,you died
494,πυκνότητα,density
494,βασιστούμε,We rely on
494,νορμ,Norm
494,οικονομικός,economic
494,χειριστή,operator
494,τράκαρε,it struck
494,μπαλαρίνα,ballet dancer
494,εναέριο,air
494,κάποιαν,some
494,οργανισμοί,organizations
494,bar,bar
494,αγωνιστείς,struggled
494,ασπιρίνες,aspirins
494,τραύματά,injuries
493,χρόνo,time
493,metal,metal
493,μπέλφαστ,Belfast
493,υπερδιάστημα,overflow
493,φωτοβολίδα,flare
493,κατάγεται,derives
493,κοιτας,LOOKING
493,περιστάσεων,circumstance
493,στόχων,target
493,γερνάω,get old
493,θέλησες,you have desired
493,ζεστάνει,warms up
493,πάχος,thickness
493,ράψω,sew
493,βήχας,cough
493,τζούντυ,Judy
493,εμμονές,obsessive
493,φωτογραφιών,photo
493,τζόε,Joey
493,κόκορα,rooster
493,απρόσμενο,unexpected
493,νίκολα,nicolas
493,γιολάντα,Yolanda
493,λωρίδες,stripes
493,στρογγυλό,round
493,καταδύσεις,diving
493,δράσεις,actions
493,εξάπλωση,spreading
493,συγχρονισμού,synchronization
493,ξεχνούσα,forgotten
493,samantha,samantha
493,maya,Maya
493,περιμενεις,Wait
492,τυχερές,lucky
492,αράχνης,spider
492,ευγενές,noble
492,εκπαιδευτή,trainer
492,αμαρτωλοί,sinner
492,πάνθηρες,panthers
492,νευριάζει,gets angry
492,πρωτάρη,root
492,έχυσα,I touched
492,ψυχιατρικό,psychiatry
492,κέσλερ,Kessler
492,δόκτορα,doctrine
492,χωρίσετε,divide
492,λογισμικού,software
492,ωή,ooch
492,στρατιωτικών,military
492,πορνοστάρ,porn star
492,αλάνα,alley
492,σιχαίνεσαι,you are rumored
492,μισάωρο,half hour
492,δίσκου,disk
492,τυριού,cheese
492,ευλογημένο,blessed
492,αϊλίν,Ailin
492,σπανάκι,spinach
492,αμαρτωλούς,sinner
492,πολιτισμένοι,civilized
491,νέφος,cloud
491,μισω,I hate
491,ιντερνετ,Internet
491,σύναξη,gathering
491,ελέν,Helen
491,μπον,bon
491,σήκωσες,you raise
491,major,Major
491,μαιμού,monkey
491,έρνεστ,Ernest
491,θεατρική,theatrical
491,sky,Sky
491,φόρεστερ,forrester
491,μισούσαν,they hated
491,ένα-δυο,one two
491,μαλλια,hair
491,παραφροσύνη,insanity
491,καισαρική,Caesarean
491,ησυχάσω,quiet
491,εγκληματικότητα,criminality
491,χειροκίνητα,manually
491,γκαρσόν,studio
491,ανέβασέ,Upload
491,επιλέξαμε,we chose
491,καvέvαv,KAVIVAVA
491,βαλεντίνο,valentine
491,υπολόγιζα,counting
491,χάσκελ,Hasquell
491,ποινές,penalties
491,κοτέτσι,coop
491,επισκέφτηκα,I visited
491,συζητήσουν,discuss
491,επανορθώσει,rehabilitate
491,τv,TV
491,tηv,TAB
491,τριακόσια,three hundred
491,φωτισμός,lighting
491,οπλισμένη,armed
491,ντράμα,drama
491,τσακωθήκατε,you quarreled
491,θεωρήσουμε,We consider
491,αντεροβγάλτη,ripper
490,προφητείες,prophecies
490,αδερφάρα,brothers
490,επιτελους,Finally
490,επισημάνω,point out
490,χερστ,cherry
490,θολούρα,blur
490,διεφθαρμένη,corrupt
490,αιωρείται,is hovering
490,πουέρτο,puerto
490,δεμένες,tied
490,γερανός,crane
490,δείρεις,you show
490,τύλιξε,wrap up
490,κατεβάζεις,you lower
490,αυτοκόλλητα,stickers
490,τζεράρντ,jeerard
490,μπισκοτάκι,biscuit
490,γαμημένους,fucking
490,μαλώσατε,you quarreled
490,μποτ,boot
490,δοξάστε,glorify
490,πληγώθηκα,I was hurt
490,ρομαντικές,romantic
490,αβοήθητος,helpless
489,νατάλια,Natalie
489,ζόη,livelihood
489,aσε,as
489,μαγικός,magical
489,λειτουργώ,operate
489,γάζες,gauze
489,μπαλέτου,ballet
489,θεραπεύτρια,therapist
489,φυσαλίδες,bubbles
489,νεύρων,sinew
489,isabel,Isabel
489,πιέτρο,Pinro
489,χάλυβα,steel
489,βαραίνει,heavy
489,αλλαξει,change
489,εντόπισες,locally
489,πλήκτρα,keys
489,φιληθούμε,we kiss
489,διώξετε,chase
489,τσέπης,pocket
489,αναστατώσω,upset
489,απροσδόκητο,unexpectedness
489,δαυίδ,David
489,παρασκευές,preparations
489,εστίασε,focused
489,εξουδετερώσουμε,neutralize
489,ηπατίτιδα,hepatitis
489,aurora,aurora
489,δημοσιότητας,publicity
489,έπιναν,they drank
488,έρλ,Erll
488,παραβιάζεις,You are breach of
488,πιθανότητές,possibilities
488,θερμός,hot
488,έλυσες,you were solved
488,απέραντη,infinite
488,ενωθεί,united
488,έδω,here
488,άρπαξες,grasping
488,σβέλτα,swell
488,κόρτνεϊ,Courtney
488,καταστρώματα,deck
488,τύπε,type
488,γκαστόν,gaston
488,μηνύματος,message
488,στίχος,verse
488,άπιστος,unfaithful
488,σπασμένος,broken
488,λιρέτες,liters
488,διαπεράσει,penetrate
488,ηθελαν,they wanted
488,ενήλικοι,adult
488,χριστουγεννα,Christmas
488,κόρακα,coral
488,κακοποιό,blatant
488,ανώμαλη,abnormal
488,κίνγκ,King
488,τηγανίτα,pancake
488,γέλασα,laughed
488,μάνικα,hose
488,sweet,sweet
488,ανθρωποκυνηγητό,manhunt
488,ντάβενπορτ,Davenport
488,σύνεργα,paraphernalia
488,σταθεροποιηθεί,stabilized
488,καίσαρ,Caesar
488,ζητηθεί,requested
488,ντάισον,Dasson
488,ρουφήξει,suck
488,όλαφ,all
488,ράφτη,tailor
488,οργανικά,organically
488,προσφέρεται,is offered
488,ζεσταίνει,warms up
488,τολμάει,dares
487,πατρότητας,paternity
487,πληκτρολόγιο,keyboard
487,ζυγαριά,scale
487,αγκάθι,Thorn
487,παραιτήσου,quit
487,προσελκύει,attracts
487,καλαμάρι,squid
487,μιονγκ,Mong
487,εξέπληττε,bewildered
487,άμυνες,defenses
487,σπουδάζω,I am studying
487,wall,Wall
487,rebecca,rebecca
487,πυραμίδες,pyramids
487,άριελ,Ariel
487,κέλβιν,Kelvin
487,διάρρηξης,burglary
487,ali,ali
487,μερικό,partial
487,επικίνδυνους,dangerous
487,βρίσκοντας,finding
487,αναζητήσεις,searches
487,αγκώνες,elbow
487,βγαλε,out
487,σολομό,salmon
487,ρουκέτα,rocket
487,αγαπήσουν,they love
487,χοντροί,coarse
487,καινούργιοι,new
487,εξισώσεις,equations
487,μαντέψει,guess
487,τρίξι,threex
487,μυρωδιές,smells
487,ντριους,DRIUS
487,τρομοκρατηθεί,terrorized
487,ολοκαίνουριο,brand new
487,οδηγούμε,We are driving
487,νόστιμος,delicious
487,αληθινής,true
487,έχτισα,I built
487,συστημα,system
487,καθως,as
487,ξεχνα,Forget
487,συμπόνοια,compassion
486,πανωφόρι,coat
486,έηντζελ,Angel
486,ούρσουλα,ursula
486,σπουδαιότερο,most important
486,διαμερισμα,apartment
486,ορφανός,orphan
486,τέηλα,great
486,ξαναπεράσω,go over again
486,doesn,doesn
486,ρόντνεϊ,Rodney
486,αϊόβα,Iowa
486,ντιέγο,Diego
486,γουόλκερ,Walker
486,φοβία,phobia
486,πείραξα,I have been teasing
486,μύνημα,cushion
486,απόστολος,apostle
486,ιδιος,own
486,γεννημένη,born
486,τόμπιν,Tobin
486,αλλάζοντας,changing
486,ποινική,criminal
486,προσθέτει,adds
486,ευρωπαϊκή,European
486,συμπεριφερόταν,behaved
486,λούλου,flower
486,αντικαταστήσουν,replace
486,καλωσορίστε,welcome
486,thing,Thing
485,λένοξ,Lennox
485,ανεμιστήρα,fan
485,πινγκ,pingle
485,όρασης,vision
485,boys,Boys
485,σινάτρα,Sinatra
485,κρυστάλλους,crystal
485,αίθουσας,hall
485,κλείνετε,you close
485,ξύπνημα,awakening
485,επιζήσεις,survivors
485,ψυχη,soul
485,βέιλ,Vale
485,τρόμαζε,he was terrifying
485,φτιάξ,make
485,στήσουν,set up
485,επιλέγουμε,We choose
485,keith,Keith
485,φουσκάλες,blister
485,κάνα-δυο,a couple of
485,κέιλι,Cell
485,liz,liz
485,σάντερσον,Sanderson
485,παπιγιόν,bow ties
485,τζάγκουαρ,jaguar
485,καταπίεση,oppression
485,αποτρέψεις,prevents
485,βασιλιας,king
485,αυθόρμητα,spontaneously
485,χάρμα,smashing
485,πετυχημένο,successful
485,εγκληματολόγος,criminologist
485,ανοιχτήρι,opener
485,cat,cat
485,παρακαλούσα,begging
485,πετυχημένη,successful
485,νιώσουμε,We feel
484,άχυρο,straw
484,ενόχλησα,I bothered
484,χρεώνω,charge
484,σκυλάκια,puppies
484,ριελ,rille
484,jacob,jacob
484,λυδία,Lydia
484,αστεριών,stars
484,ταξίδευα,traveled
484,εργοδότες,employer
484,κάλυψες,you covered
484,ηχητικά,sound
484,παραπονέθηκε,complained
484,κατάντησε,got down
484,εισερχόμενο,incoming
484,φαρμάκου,drug
484,επιζήσουμε,survive
484,μπλεχτείς,tangled
484,ντομπς,Dobs
484,καίγεσαι,You burn
484,εφημέριος,vicar
484,καλείται,is called
484,χάμπτον,Hampton
484,clara,clara
484,τάλι,talcan
484,στρινγκ,string
484,περβάζι,sill
484,χαρίσματα,gift
484,εωσφόρος,lucifer
484,φλέρταρε,flirted
484,πυροβολώντας,shooting
484,ήμαρτον,trap
483,ρχισες,you first
483,ξυπνητούρια,awakening
483,γηρατειά,oldness
483,σέρνει,drags
483,νο1,No1
483,ζάκαρι,jacques
483,kαλή,very
483,πινόκιο,pink
483,διαθέτουμε,We have
483,ακροατές,audience
483,παραθυράκι,window
483,έδειραν,they showed
483,τραπεζικούς,banking
483,βελανιδιά,Oak tree
483,λάντρι,lump
483,σταθερές,constant
483,σάμυ,Samma
483,εξαλείψει,eliminate
483,barbara,barbara
483,ντουράν,Duran
483,παρείχε,provided
483,μαιάμι,Miami
483,υπερ,for
483,αναπνευστήρα,snorkel
483,λούμις,Lumis
483,πινελιά,Touch
483,πηδήξουν,jump
483,σκίουρο,squirrel
483,μαρκήσιος,marquis
483,χαρτοπετσέτα,paper towel
483,επιτάχυνση,acceleration
483,αντιμιλάς,antimila
483,μοναδικοί,unique
483,μεινετε,stay
483,λιωμένο,melted
482,θνητούς,mortal
482,λάζλο,lizard
482,αμαξάκι,buggy
482,ξεκλείδωσε,unlocked
482,ιδιαίτερες,special
482,κουρέλι,rag
482,εκπαιδεύσω,train
482,μαντ,Mad
482,κυβερνητικά,governmental
482,αναγκη,need
482,ανοίξατε,you have opened
482,μακί,long
482,μαγαζι,shop
482,πρόσληψη,recruitment
482,σουφλέ,souffle
482,ντουλάπες,wardrobes
482,βιταμίνη,vitamin
482,φθορά,wear
482,καπόνε,Capone
482,καθετήρα,catheter
482,διακόπτες,switches
482,πάξτον,Paxton
482,ανταρτών,rebel
482,δημοσίευσε,published
482,γουώλτ,Walt
482,τσακάλι,jackal
482,προέρχομαι,originate
482,μένατε,you were
482,βατράχια,amphibia
482,κλέψανε,stolen
482,προθέρμανση,warm -up
482,παραμέτρους,parameter
481,τρελαμένος,crazy
481,πατρική,paternal
481,bruce,Bruce
481,πετύχετε,succeed
481,πέρναγα,pass
481,κλειδώσουμε,we lock
481,σάγκα,saga
481,πεινούσα,hungry
481,πλήρωνες,payers
481,χόγκαν,Hogan
481,οφείλονται,are due
481,σπιθαμή,span
481,μαγκουάιρ,Maguire
481,γραμμάτων,letters
481,ρίσκαρες,risked
481,ησυχάσει,quiet
481,απερίσκεπτο,reckless
481,τιμωρηθούν,punished
481,υψηλότερα,higher
481,αγωνιζόμαστε,We are struggling
481,σαλβατόρε,Salvatore
481,μηδενικά,zero
481,αναφέραμε,we mentioned
481,ερχόντουσαν,they were coming
481,αδίστακτος,ruthless
481,όχλο,mob
481,γκουίντο,Guindo
481,κολυμπήσει,swim
481,ράφτης,tailor
481,ρέγιες,Reyes
481,λάντι,Lady
480,απεσταλμένος,envoy
480,έσβησα,I went off
480,είσ,you
480,χειρονομίες,gestures
480,apple,Apple
480,ασαφής,vague
480,αδιάφορο,indifferent
480,εσώρουχό,undergarment
480,ούλντ,Uld
480,νικά,wins
480,κοινοπολιτεία,commonwealth
480,τρελάθηκαν,they went crazy
480,ηλιακού,solar
480,γυαλιστερό,glossy
480,μιλκσέικ,milkshake
480,ρέντα,rosemary
480,αχρείος,villainous
480,φθάσαμε,We arrived
480,ασφαλιστικά,insurance
480,σφουγγαρίστρα,mop
480,πρεσβείας,embassy
480,πρόσθεσα,I added
480,γρυλίσματα,grunts
480,εντέρου,intestine
480,ροδάκινα,peaches
480,whoo,whoo
480,χαλάρωση,relaxation
480,ορλεάνης,Orleans
480,σκαλοπάτι,step
480,βασάνισε,tortured
480,έγκλημά,crime
480,καλούπι,mold
480,κολαση,hell
479,πριγκίπισσες,princesses
479,ανιχνεύω,detect
479,χτίζουν,they build
479,σημειώστε,note
479,μαθαίνοντας,learning
479,ευλογιά,blessing
479,καλωσορίζουμε,We welcome
479,νέκταρ,nectar
479,προσέξουμε,take care
479,μινμπάρι,minbar
479,αισθητήρα,sensor
479,ανθρωπίνων,humanous
479,πεπεισμένη,convinced
479,αναπνέουν,breathe
479,φώναξαν,they shouted
479,απασχολούσε,was employed
479,οργανισμούς,organizations
479,ντόλαν,Dolan
479,κίνητρά,motivated
479,υπόληψή,reputation
479,νταρκ,Dark
479,ταφόπλακα,tombstone
479,επιτύχουμε,We achieve
479,σμηναγός,captain
479,ραδιενεργό,radioactive
479,νοέλ,Noel
479,ένζο,Enzo
479,θαντ,Thunder
479,άντριους,Andrew
479,λυθούν,resolved
479,αρχηγειο,headquarters
479,φούντα,tassel
479,εξαφάνισε,disappeared
479,απότομος,steep
478,may,May
478,βάζα,jars
478,πλην,except
478,προκλήθηκαν,caused
478,νόμιμες,legitimate
478,αλι,pis
478,σέρβιρε,serve
478,ερευνητική,research
478,έσκισες,you fastened
478,εισέβαλαν,they invaded
478,στοιχεια,data
478,ενωμένα,united
478,διαμαντένιο,diamond
478,βιολογίας,biology
478,απευθυνθώ,address
478,διαζύγιό,divorce
478,γενοκτονία,genocide
478,ποδοσφαιριστής,football player
478,ξαναμπώ,reiterate
478,διόδια,toll booth
478,διαθέσεις,moods
478,μετακινούνται,moved
478,μπερνάρ,Bernard
478,χόρτα,greens
478,αντιγραφείς,copywriters
477,γουίκ,wick
477,ρολά,rolls
477,χυδαίο,vulgar
477,εισερχόμενα,incoming
477,διαγράψει,delete
477,ωραίo,beautiful
477,μιτ,MIT
477,dethklok,Dethklok
477,δούλος,slave
477,εννοούμε,We mean
477,άκατος,unkind
477,πατάτας,potato
477,περιφέρειας,periphery
477,υψηλότητά,highness
477,απαντηση,answer
477,αντρικές,male
477,λαφαγιέτ,Lafayet
477,φορμπς,Forms
477,έφτιαχνες,made
477,γιορτής,celebration
477,ενεργείς,acting
477,mm-χμμ,mm-hmm
477,παπάδες,priests
477,κιμωλία,chalk
477,κος.,Mr.
477,άννη,anne
477,ρυζιού,rice
477,περιγράφεις,you describe
477,πυραύλου,rocket
477,καύλα,sexual excitement
477,γεωγραφικό,geographical
477,μπάροους,baron
477,κεντρικής,central
477,σημαίνω,mean
477,ιωάννα,John
476,λουριά,straps
476,κράμπες,cramps
476,παντοπωλείο,grocery
476,δυτικού,western
476,ερωτησεις,QUESTIONS
476,συνεργαζόταν,he was working together
476,εργαστούν,work
476,πατρίς,country
476,αναπαύεται,rests
476,μπάλας,ball
476,φανγκ,fog
476,υπάρχoυν,existing
476,υστερα,later
476,υποτιθέμενη,supposed
476,αδιάφορος,indifferent
476,sync,sync
476,δόκτορ,doctrine
476,μηνυμάτων,message
476,ζύμη,dough
476,βγαλω,take out
476,πανικοβάλλεστε,You panic
476,καλλυντικά,cosmetics
476,μαζευτούμε,We gather
476,ενδοιασμούς,hesitation
476,βαρέων,heavy
476,ξεκινώ,start
476,κολυμπάω,I swim
476,κουβάδες,buckets
476,οριστική,definitive
476,εικονικό,virtual
476,μοναδικές,unique
476,τηρήσεις,observations
476,διατηρούν,maintain
476,σταφίδες,dried grapes
476,ράλο,raal
476,έλξης,traction
476,προειδοποίησες,You warned
476,συμπλήρωσε,supplemented
476,συνιστούσα,recommended
476,μάουθ,mute
476,κατοχής,possession
476,μέσων,media
476,στηρίξεις,support
476,συνήλθα,convene
476,πλημμύρες,floods
476,μηλιά,apple tree
475,απορρίψεις,rejections
475,ταξιτζή,taxi driver
475,στόχευσε,targeted
475,αξιωματούχος,official
475,hard,HARD
475,γαι,YEAR
475,χάουι,Howi
475,quality,Quality
475,οδοντόκρεμα,toothpaste
475,mήπως,as
475,φαβορί,favorite
475,τζερόνιμο,jerk
475,καζάνι,cauldron
475,κουπιά,paddle
475,αργήσουν,delay
475,χαραμίσεις,jokes
475,οδηγήστε,drive
475,δήμου,municipality
475,ανεξάρτητο,independent
475,καθαριστής,cleaner
475,ανοιχτοί,open
475,εξαφανιζόταν,It disappeared
475,ασταθή,unstable
475,χρυσόψαρο,goldfish
475,μετρητών,cash
475,ταμάτα,Tamata
475,φορτώσεις,loads
475,ωθεί,pushes
475,ψωλή,pecker
475,αεροπλανοφόρο,aircraft carrier
474,μίντι,midi
474,αλόνζο,alonzo
474,επιχειρήσει,attempt
474,περιπέτειας,adventure
474,θυσιάσω,sacrifice
474,δυνατοτήτων,possibilities
474,γαβγίζει,bark
474,ελίζα,Eliza
474,χωριάτης,rustic
474,αναφερόταν,was referring to
474,δώς,vibrant
474,άνγκους,Angos
474,χέζεις,You hate
474,εκατοστών,centimeter
474,ενδιαφερθεί,interested in
